,date,time,eps,Lz,L,W,tLow,c,E,dim,lyap,std,g,reals,runtime
131,2022-03-15,03:04:57.545028,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3486855261245955,0.004843093836433022,0.0038410831151143325,10.0,463749.8395154476
132,2022-03-15,03:05:54.849512,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3494753041119101,0.004850901877667389,0.003783570755131503,10.0,463807.1384651661
133,2022-03-15,03:09:29.508323,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.348718327944507,0.004911094129548263,0.003838712149443529,10.0,464021.8201775551
134,2022-03-15,03:10:05.985017,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3429272293446099,0.006041496806519575,0.004296379213895077,10.0,464058.32173871994
135,2022-03-15,03:12:03.049755,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3534905038211193,0.006436506570334856,0.003500139410516866,10.0,464175.32594037056
136,2022-03-15,03:13:24.063238,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34226768984162126,0.006037769147127476,0.0043606757569259556,10.0,464256.4002623558
137,2022-03-15,04:48:37.019285,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34193095194004236,0.007986493489885053,0.0043890101325978455,10.0,469969.3443071842
138,2022-03-15,04:56:20.234830,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3461491413095322,0.004923462832954204,0.004040693442263492,10.0,470432.46042585373
139,2022-03-15,05:00:14.743436,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.35164106296116837,0.0034550765480161334,0.0036251071297778896,10.0,470667.11349630356
140,2022-03-15,05:01:45.225719,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34807456322810765,0.004529261158660186,0.0038905209099124828,10.0,470757.3976826668
141,2022-03-15,05:04:28.171463,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3477132082261515,0.003071168017028847,0.0039199297733753715,10.0,470920.3870277405
142,2022-03-15,05:07:34.536528,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3418324539978048,0.005612833514604217,0.004392189384440943,10.0,471106.7753942013
143,2022-03-15,05:10:04.492844,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3450655594782953,0.004225568200870134,0.004125362340386676,10.0,471256.6629972458
144,2022-03-15,05:10:38.341784,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3460769752251667,0.006771038224268603,0.004043636890859272,10.0,471290.63642811775
145,2022-03-15,05:12:52.870983,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3502499572357831,0.0040892793265377095,0.0037286154913470037,10.0,471425.1628110409
146,2022-03-15,13:43:16.694019,1.0,100000.0,11.0,10.0,0.3,0.271,2.0,3.0,0.32281851551057306,0.0038176722547005834,0.0033712947009603635,10.0,416857.71245861053
147,2022-03-15,14:20:03.068535,1.0,100000.0,11.0,10.0,0.3,0.271,2.0,3.0,0.32126165879610613,0.0036747061276419324,0.0034886767044989947,10.0,419063.9302852154
